Position,Character,IsLetter,IsDigit,IsWhiteSpace,ASCIIValue
4733,(,False,False,False,40
4734,),False,False,False,41
4735,},False,False,False,125
4736,@,False,False,False,64
4737,%,False,False,False,37
4738,[,False,False,False,91
4739,:,False,False,False,58
4740,],False,False,False,93
4741,m,True,False,False,109
4742,u,True,False,False,117
4743,l,True,False,False,108
4744,(,False,False,False,40
4745,2,False,True,False,50
4746,2,False,True,False,50
4747,8,False,True,False,56
4748,",",False,False,False,44
4749,1,False,True,False,49
4750,0,False,True,False,48
4751,5,False,True,False,53
4752,),False,False,False,41
4753,>,False,False,False,62
4754,w,True,False,False,119
4755,h,True,False,False,104
4756,e,True,False,False,101
4757,n,True,False,False,110
4758,(,False,False,False,40
4759,),False,False,False,41
4760,w,True,False,False,119
4761,h,True,False,False,104
4762,a,True,False,False,97
4763,t,True,False,False,116
4764,(,False,False,False,40
4765,4,False,True,False,52
4766,5,False,True,False,53
4767,1,False,True,False,49
4768,",",False,False,False,44
4769,5,False,True,False,53
4770,8,False,True,False,56
4771,2,False,True,False,50
4772,),False,False,False,41
4773,w,True,False,False,119
4774,h,True,False,False,104
4775,a,True,False,False,97
4776,t,True,False,False,116
4777,(,False,False,False,40
4778,),False,False,False,41
4779,w,True,False,False,119
4780,h,True,False,False,104
4781,e,True,False,False,101
4782,r,True,False,False,114
4783,e,True,False,False,101
4784,(,False,False,False,40
4785,),False,False,False,41
4786,*,False,False,False,42
4787,f,True,False,False,102
4788,r,True,False,False,114
4789,o,True,False,False,111
4790,m,True,False,False,109
4791,(,False,False,False,40
4792,),False,False,False,41
4793,w,True,False,False,119
4794,h,True,False,False,104
4795,o,True,False,False,111
4796,(,False,False,False,40
4797,),False,False,False,41
4798,m,True,False,False,109
4799,u,True,False,False,117
4800,l,True,False,False,108
4801,(,False,False,False,40
4802,4,False,True,False,52
4803,5,False,True,False,53
4804,8,False,True,False,56
4805,",",False,False,False,44
4806,4,False,True,False,52
4807,6,False,True,False,54
4808,5,False,True,False,53
4809,),False,False,False,41
4810,w,True,False,False,119
4811,h,True,False,False,104
4812,a,True,False,False,97
4813,t,True,False,False,116
4814,(,False,False,False,40
4815,),False,False,False,41
4816,m,True,False,False,109
4817,u,True,False,False,117
4818,l,True,False,False,108
4819,(,False,False,False,40
4820,8,False,True,False,56
4821,4,False,True,False,52
4822,8,False,True,False,56
4823,",",False,False,False,44
4824,1,False,True,False,49
4825,9,False,True,False,57
4826,5,False,True,False,53
4827,),False,False,False,41
4828,w,True,False,False,119
4829,h,True,False,False,104
4830,e,True,False,False,101
4831,n,True,False,False,110
4832,(,False,False,False,40
4833,),False,False,False,41
4834,w,True,False,False,119
4835,h,True,False,False,104
4836,o,True,False,False,111
4837,(,False,False,False,40
4838,6,False,True,False,54
4839,7,False,True,False,55
4840,6,False,True,False,54
4841,",",False,False,False,44
4842,9,False,True,False,57
4843,3,False,True,False,51
4844,2,False,True,False,50
4845,),False,False,False,41
4846,<,False,False,False,60
4847, ,False,False,True,32
4848,},False,False,False,125
4849,*,False,False,False,42
4850,m,True,False,False,109
4851,u,True,False,False,117
4852,l,True,False,False,108
4853,(,False,False,False,40
4854,5,False,True,False,53
4855,8,False,True,False,56
4856,0,False,True,False,48
4857,",",False,False,False,44
4858,1,False,True,False,49
4859,1,False,True,False,49
4860,3,False,True,False,51
4861,),False,False,False,41
4862,w,True,False,False,119
4863,h,True,False,False,104
4864,e,True,False,False,101
4865,r,True,False,False,114
4866,e,True,False,False,101
4867,(,False,False,False,40
4868,5,False,True,False,53
4869,3,False,True,False,51
4870,5,False,True,False,53
4871,",",False,False,False,44
4872,4,False,True,False,52
4873,),False,False,False,41
4874,/,False,False,False,47
4875,-,False,False,False,45
4876,w,True,False,False,119
4877,h,True,False,False,104
4878,e,True,False,False,101
4879,n,True,False,False,110
4880,(,False,False,False,40
4881,),False,False,False,41
4882,s,True,False,False,115
4883,e,True,False,False,101
4884,l,True,False,False,108
4885,e,True,False,False,101
4886,c,True,False,False,99
4887,t,True,False,False,116
4888,(,False,False,False,40
4889,),False,False,False,41
4890,^,False,False,False,94
4891,w,True,False,False,119
4892,h,True,False,False,104
4893,y,True,False,False,121
4894,(,False,False,False,40
4895,),False,False,False,41
4896,w,True,False,False,119
4897,h,True,False,False,104
4898,e,True,False,False,101
4899,n,True,False,False,110
4900,(,False,False,False,40
4901,),False,False,False,41
4902,m,True,False,False,109
4903,u,True,False,False,117
4904,l,True,False,False,108
4905,(,False,False,False,40
4906,2,False,True,False,50
4907,7,False,True,False,55
4908,1,False,True,False,49
4909,",",False,False,False,44
4910,7,False,True,False,55
4911,3,False,True,False,51
4912,7,False,True,False,55
4913,),False,False,False,41
4914,h,True,False,False,104
4915,o,True,False,False,111
4916,w,True,False,False,119
4917,(,False,False,False,40
4918,),False,False,False,41
4919,^,False,False,False,94
4920,(,False,False,False,40
4921, ,False,False,True,32
4922,;,False,False,False,59
4923,m,True,False,False,109
4924,u,True,False,False,117
4925,l,True,False,False,108
4926,(,False,False,False,40
4927,3,False,True,False,51
4928,1,False,True,False,49
4929,",",False,False,False,44
4930,4,False,True,False,52
4931,1,False,True,False,49
4932,5,False,True,False,53
4933,),False,False,False,41
4934,?,False,False,False,63
4935,;,False,False,False,59
4936,m,True,False,False,109
4937,u,True,False,False,117
4938,l,True,False,False,108
4939,(,False,False,False,40
4940,9,False,True,False,57
4941,1,False,True,False,49
4942,5,False,True,False,53
4943,",",False,False,False,44
4944,2,False,True,False,50
4945,0,False,True,False,48
4946,0,False,True,False,48
4947,),False,False,False,41
4948,<,False,False,False,60
4949,+,False,False,False,43
4950, ,False,False,True,32
4951,w,True,False,False,119
4952,h,True,False,False,104
4953,e,True,False,False,101
4954,r,True,False,False,114
4955,e,True,False,False,101
4956,(,False,False,False,40
4957,),False,False,False,41
4958,>,False,False,False,62
4959,^,False,False,False,94
4960,m,True,False,False,109
4961,u,True,False,False,117
4962,l,True,False,False,108
4963,(,False,False,False,40
4964,5,False,True,False,53
4965,1,False,True,False,49
4966,9,False,True,False,57
4967,",",False,False,False,44
4968,2,False,True,False,50
4969,0,False,True,False,48
4970,8,False,True,False,56
4971,),False,False,False,41
4972,{,False,False,False,123
4973,s,True,False,False,115
4974,e,True,False,False,101
4975,l,True,False,False,108
4976,e,True,False,False,101
4977,c,True,False,False,99
4978,t,True,False,False,116
4979,(,False,False,False,40
4980,2,False,True,False,50
4981,8,False,True,False,56
4982,8,False,True,False,56
4983,",",False,False,False,44
4984,9,False,True,False,57
4985,0,False,True,False,48
4986,8,False,True,False,56
4987,),False,False,False,41
4988,],False,False,False,93
4989,w,True,False,False,119
4990,h,True,False,False,104
4991,e,True,False,False,101
4992,r,True,False,False,114
4993,e,True,False,False,101
4994,(,False,False,False,40
4995,),False,False,False,41
4996,;,False,False,False,59
4997,*,False,False,False,42
4998,w,True,False,False,119
4999,h,True,False,False,104
5000,o,True,False,False,111
5001,(,False,False,False,40
5002,),False,False,False,41
5003,w,True,False,False,119
5004,h,True,False,False,104
5005,o,True,False,False,111
5006,(,False,False,False,40
5007,),False,False,False,41
5008,m,True,False,False,109
5009,u,True,False,False,117
5010,l,True,False,False,108
5011,(,False,False,False,40
5012,9,False,True,False,57
5013,",",False,False,False,44
5014,5,False,True,False,53
5015,2,False,True,False,50
5016,),False,False,False,41
5017,:,False,False,False,58
5018,m,True,False,False,109
5019,u,True,False,False,117
5020,l,True,False,False,108
5021,(,False,False,False,40
5022,4,False,True,False,52
5023,5,False,True,False,53
5024,0,False,True,False,48
5025,",",False,False,False,44
5026,4,False,True,False,52
5027,6,False,True,False,54
5028,3,False,True,False,51
5029,),False,False,False,41
5030,w,True,False,False,119
5031,h,True,False,False,104
5032,a,True,False,False,97
5033,t,True,False,False,116
5034,(,False,False,False,40
5035,),False,False,False,41
5036,^,False,False,False,94
5037,>,False,False,False,62
5038,:,False,False,False,58
5039,<,False,False,False,60
5040,w,True,False,False,119
5041,h,True,False,False,104
5042,y,True,False,False,121
5043,(,False,False,False,40
5044,),False,False,False,41
5045,+,False,False,False,43
5046,m,True,False,False,109
5047,u,True,False,False,117
5048,l,True,False,False,108
5049,(,False,False,False,40
5050,7,False,True,False,55
5051,7,False,True,False,55
5052,",",False,False,False,44
5053,1,False,True,False,49
5054,8,False,True,False,56
5055,1,False,True,False,49
5056,),False,False,False,41
5057,#,False,False,False,35
5058,h,True,False,False,104
5059,o,True,False,False,111
5060,w,True,False,False,119
5061,(,False,False,False,40
5062,),False,False,False,41
5063,w,True,False,False,119
5064,h,True,False,False,104
5065,e,True,False,False,101
5066,n,True,False,False,110
5067,(,False,False,False,40
5068,),False,False,False,41
5069,",",False,False,False,44
5070,%,False,False,False,37
5071,/,False,False,False,47
5072,^,False,False,False,94
5073,',False,False,False,39
5074,f,True,False,False,102
5075,r,True,False,False,114
5076,o,True,False,False,111
5077,m,True,False,False,109
5078,(,False,False,False,40
5079,),False,False,False,41
5080,$,False,False,False,36
5081,m,True,False,False,109
5082,u,True,False,False,117
5083,l,True,False,False,108
5084,),False,False,False,41
5085,?,False,False,False,63
5086,>,False,False,False,62
5087,s,True,False,False,115
5088,e,True,False,False,101
5089,l,True,False,False,108
5090,e,True,False,False,101
5091,c,True,False,False,99
5092,t,True,False,False,116
5093,(,False,False,False,40
5094,),False,False,False,41
5095,',False,False,False,39
5096,m,True,False,False,109
5097,u,True,False,False,117
5098,l,True,False,False,108
5099,(,False,False,False,40
5100,7,False,True,False,55
5101,7,False,True,False,55
5102,3,False,True,False,51
5103,",",False,False,False,44
5104,2,False,True,False,50
5105,3,False,True,False,51
5106,4,False,True,False,52
5107,),False,False,False,41
5108,<,False,False,False,60
5109,f,True,False,False,102
5110,r,True,False,False,114
5111,o,True,False,False,111
5112,m,True,False,False,109
5113,(,False,False,False,40
5114,),False,False,False,41
5115,$,False,False,False,36
5116,!,False,False,False,33
5117,(,False,False,False,40
5118,:,False,False,False,58
5119,],False,False,False,93
5120,w,True,False,False,119
5121,h,True,False,False,104
5122,o,True,False,False,111
5123,(,False,False,False,40
5124,),False,False,False,41
5125,^,False,False,False,94
5126,w,True,False,False,119
5127,h,True,False,False,104
5128,a,True,False,False,97
5129,t,True,False,False,116
5130,(,False,False,False,40
5131,),False,False,False,41
5132,m,True,False,False,109
5133,u,True,False,False,117
5134,l,True,False,False,108
5135,(,False,False,False,40
5136,9,False,True,False,57
5137,0,False,True,False,48
5138,6,False,True,False,54
5139,",",False,False,False,44
5140,1,False,True,False,49
5141,3,False,True,False,51
5142,),False,False,False,41
5143,~,False,False,False,126
5144,:,False,False,False,58
5145,[,False,False,False,91
5146,m,True,False,False,109
5147,u,True,False,False,117
5148,l,True,False,False,108
5149,(,False,False,False,40
5150,2,False,True,False,50
5151,3,False,True,False,51
5152,9,False,True,False,57
5153,",",False,False,False,44
5154,2,False,True,False,50
5155,3,False,True,False,51
5156,7,False,True,False,55
5157,),False,False,False,41
5158,",",False,False,False,44
5159,m,True,False,False,109
5160,u,True,False,False,117
5161,l,True,False,False,108
5162,(,False,False,False,40
5163,7,False,True,False,55
5164,3,False,True,False,51
5165,4,False,True,False,52
5166,",",False,False,False,44
5167,8,False,True,False,56
5168,6,False,True,False,54
5169,7,False,True,False,55
5170,),False,False,False,41
5171,w,True,False,False,119
5172,h,True,False,False,104
5173,e,True,False,False,101
5174,n,True,False,False,110
5175,(,False,False,False,40
5176,),False,False,False,41
5177,],False,False,False,93
5178,w,True,False,False,119
5179,h,True,False,False,104
5180,e,True,False,False,101
5181,n,True,False,False,110
5182,(,False,False,False,40
5183,3,False,True,False,51
5184,9,False,True,False,57
5185,0,False,True,False,48
5186,",",False,False,False,44
5187,7,False,True,False,55
5188,3,False,True,False,51
5189,0,False,True,False,48
5190,),False,False,False,41
5191,!,False,False,False,33
5192,@,False,False,False,64
5193,?,False,False,False,63
5194,m,True,False,False,109
5195,u,True,False,False,117
5196,l,True,False,False,108
5197,(,False,False,False,40
5198,9,False,True,False,57
5199,9,False,True,False,57
5200,9,False,True,False,57
5201,",",False,False,False,44
5202,3,False,True,False,51
5203,3,False,True,False,51
5204,4,False,True,False,52
5205,),False,False,False,41
5206,*,False,False,False,42
5207,>,False,False,False,62
5208,*,False,False,False,42
5209,!,False,False,False,33
5210,@,False,False,False,64
5211,>,False,False,False,62
5212,},False,False,False,125
5213, ,False,False,True,32
5214,:,False,False,False,58
5215,m,True,False,False,109
5216,u,True,False,False,117
5217,l,True,False,False,108
5218,(,False,False,False,40
5219,7,False,True,False,55
5220,6,False,True,False,54
5221,4,False,True,False,52
5222,",",False,False,False,44
5223,7,False,True,False,55
5224,6,False,True,False,54
5225,7,False,True,False,55
5226,),False,False,False,41
5227,w,True,False,False,119
5228,h,True,False,False,104
5229,o,True,False,False,111
5230,(,False,False,False,40
5231,),False,False,False,41
5232,",",False,False,False,44
5233,~,False,False,False,126
5234,s,True,False,False,115
5235,e,True,False,False,101
5236,l,True,False,False,108
5237,e,True,False,False,101
5238,c,True,False,False,99
5239,t,True,False,False,116
5240,(,False,False,False,40
5241,),False,False,False,41
5242,#,False,False,False,35
5243,!,False,False,False,33
5244,:,False,False,False,58
5245,w,True,False,False,119
5246,h,True,False,False,104
5247,a,True,False,False,97
5248,t,True,False,False,116
5249,(,False,False,False,40
5250,),False,False,False,41
5251,],False,False,False,93
5252,m,True,False,False,109
5253,u,True,False,False,117
5254,l,True,False,False,108
5255,(,False,False,False,40
5256,8,False,True,False,56
5257,4,False,True,False,52
5258,9,False,True,False,57
5259,",",False,False,False,44
5260,7,False,True,False,55
5261,3,False,True,False,51
5262,7,False,True,False,55
5263,),False,False,False,41
5264,m,True,False,False,109
5265,u,True,False,False,117
5266,l,True,False,False,108
5267,(,False,False,False,40
5268,1,False,True,False,49
5269,1,False,True,False,49
5270,2,False,True,False,50
5271,",",False,False,False,44
5272,4,False,True,False,52
5273,7,False,True,False,55
5274,),False,False,False,41
5275,&,False,False,False,38
5276,m,True,False,False,109
5277,u,True,False,False,117
5278,l,True,False,False,108
5279,(,False,False,False,40
5280,9,False,True,False,57
5281,4,False,True,False,52
5282,2,False,True,False,50
5283,",",False,False,False,44
5284,6,False,True,False,54
5285,0,False,True,False,48
5286,5,False,True,False,53
5287,),False,False,False,41
5288,w,True,False,False,119
5289,h,True,False,False,104
5290,a,True,False,False,97
5291,t,True,False,False,116
5292,(,False,False,False,40
5293,),False,False,False,41
5294,f,True,False,False,102
5295,r,True,False,False,114
5296,o,True,False,False,111
5297,m,True,False,False,109
5298,(,False,False,False,40
5299,),False,False,False,41
5300,m,True,False,False,109
5301,u,True,False,False,117
5302,l,True,False,False,108
5303,(,False,False,False,40
5304,2,False,True,False,50
5305,0,False,True,False,48
5306,7,False,True,False,55
5307,",",False,False,False,44
5308,2,False,True,False,50
5309,9,False,True,False,57
5310,3,False,True,False,51
5311,),False,False,False,41
5312,(,False,False,False,40
5313,h,True,False,False,104
5314,o,True,False,False,111
5315,w,True,False,False,119
5316,(,False,False,False,40
5317,9,False,True,False,57
5318,3,False,True,False,51
5319,8,False,True,False,56
5320,",",False,False,False,44
5321,3,False,True,False,51
5322,1,False,True,False,49
5323,8,False,True,False,56
5324,),False,False,False,41
5325,&,False,False,False,38
5326,],False,False,False,93
5327,],False,False,False,93
5328,{,False,False,False,123
5329,',False,False,False,39
5330,m,True,False,False,109
5331,u,True,False,False,117
5332,l,True,False,False,108
5333,(,False,False,False,40
5334,4,False,True,False,52
5335,0,False,True,False,48
5336,0,False,True,False,48
5337,",",False,False,False,44
5338,5,False,True,False,53
5339,2,False,True,False,50
5340,4,False,True,False,52
5341,),False,False,False,41
5342,>,False,False,False,62
5343,w,True,False,False,119
5344,h,True,False,False,104
5345,a,True,False,False,97
5346,t,True,False,False,116
5347,(,False,False,False,40
5348,6,False,True,False,54
5349,5,False,True,False,53
5350,3,False,True,False,51
5351,",",False,False,False,44
5352,6,False,True,False,54
5353,6,False,True,False,54
5354,3,False,True,False,51
5355,),False,False,False,41
5356,],False,False,False,93
5357,w,True,False,False,119
5358,h,True,False,False,104
5359,o,True,False,False,111
5360,(,False,False,False,40
5361,4,False,True,False,52
5362,8,False,True,False,56
5363,1,False,True,False,49
5364,",",False,False,False,44
5365,3,False,True,False,51
5366,1,False,True,False,49
5367,1,False,True,False,49
5368,),False,False,False,41
5369,%,False,False,False,37
5370,),False,False,False,41
5371,(,False,False,False,40
5372,~,False,False,False,126
5373,",",False,False,False,44
5374,+,False,False,False,43
5375,m,True,False,False,109
5376,u,True,False,False,117
5377,l,True,False,False,108
5378,(,False,False,False,40
5379,8,False,True,False,56
5380,4,False,True,False,52
5381,9,False,True,False,57
5382,",",False,False,False,44
5383,2,False,True,False,50
5384,3,False,True,False,51
5385,),False,False,False,41
5386,m,True,False,False,109
5387,u,True,False,False,117
5388,l,True,False,False,108
5389,(,False,False,False,40
5390,5,False,True,False,53
5391,3,False,True,False,51
5392,5,False,True,False,53
5393,",",False,False,False,44
5394,8,False,True,False,56
5395,0,False,True,False,48
5396,9,False,True,False,57
5397,),False,False,False,41
5398,w,True,False,False,119
5399,h,True,False,False,104
5400,e,True,False,False,101
5401,r,True,False,False,114
5402,e,True,False,False,101
5403,(,False,False,False,40
5404,),False,False,False,41
5405,h,True,False,False,104
5406,o,True,False,False,111
5407,w,True,False,False,119
5408,(,False,False,False,40
5409,),False,False,False,41
5410,^,False,False,False,94
5411,:,False,False,False,58
5412,?,False,False,False,63
5413, ,False,False,True,32
5414,w,True,False,False,119
5415,h,True,False,False,104
5416,e,True,False,False,101
5417,r,True,False,False,114
5418,e,True,False,False,101
5419,(,False,False,False,40
5420,),False,False,False,41
5421,m,True,False,False,109
5422,u,True,False,False,117
5423,l,True,False,False,108
5424,(,False,False,False,40
5425,6,False,True,False,54
5426,8,False,True,False,56
5427,8,False,True,False,56
5428,",",False,False,False,44
5429,7,False,True,False,55
5430,1,False,True,False,49
5431,1,False,True,False,49
5432,),False,False,False,41
5433,-,False,False,False,45
5434,w,True,False,False,119
5435,h,True,False,False,104
5436,e,True,False,False,101
5437,r,True,False,False,114
5438,e,True,False,False,101
5439,(,False,False,False,40
5440,),False,False,False,41
5441,&,False,False,False,38
5442,",",False,False,False,44
5443, ,False,False,True,32
5444,',False,False,False,39
5445,-,False,False,False,45
5446,%,False,False,False,37
5447,<,False,False,False,60
5448,d,True,False,False,100
5449,o,True,False,False,111
5450,(,False,False,False,40
5451,),False,False,False,41
5452,$,False,False,False,36
5453,&,False,False,False,38
5454,],False,False,False,93
5455,s,True,False,False,115
5456,e,True,False,False,101
5457,l,True,False,False,108
5458,e,True,False,False,101
5459,c,True,False,False,99
5460,t,True,False,False,116
5461,(,False,False,False,40
5462,),False,False,False,41
5463,",",False,False,False,44
5464,w,True,False,False,119
5465,h,True,False,False,104
5466,a,True,False,False,97
5467,t,True,False,False,116
5468,(,False,False,False,40
5469,),False,False,False,41
5470,m,True,False,False,109
5471,u,True,False,False,117
5472,l,True,False,False,108
5473,(,False,False,False,40
5474,4,False,True,False,52
5475,9,False,True,False,57
5476,5,False,True,False,53
5477,",",False,False,False,44
5478,7,False,True,False,55
5479,4,False,True,False,52
5480,),False,False,False,41
5481,m,True,False,False,109
5482,u,True,False,False,117
5483,l,True,False,False,108
5484,(,False,False,False,40
5485,6,False,True,False,54
5486,7,False,True,False,55
5487,0,False,True,False,48
5488,",",False,False,False,44
5489,6,False,True,False,54
5490,7,False,True,False,55
5491,7,False,True,False,55
5492,),False,False,False,41
5493,$,False,False,False,36
5494,&,False,False,False,38
5495, ,False,False,True,32
5496,),False,False,False,41
5497,@,False,False,False,64
5498,w,True,False,False,119
5499,h,True,False,False,104
5500,e,True,False,False,101
5501,n,True,False,False,110
5502,(,False,False,False,40
5503,),False,False,False,41
5504,m,True,False,False,109
5505,u,True,False,False,117
5506,l,True,False,False,108
5507,(,False,False,False,40
5508,6,False,True,False,54
5509,4,False,True,False,52
5510,0,False,True,False,48
5511,",",False,False,False,44
5512,1,False,True,False,49
5513,3,False,True,False,51
5514,2,False,True,False,50
5515,?,False,False,False,63
5516,m,True,False,False,109
5517,u,True,False,False,117
5518,l,True,False,False,108
5519,(,False,False,False,40
5520,1,False,True,False,49
5521,9,False,True,False,57
5522,8,False,True,False,56
5523,",",False,False,False,44
5524,8,False,True,False,56
5525,8,False,True,False,56
5526,),False,False,False,41
5527,{,False,False,False,123
5528,w,True,False,False,119
5529,h,True,False,False,104
5530,e,True,False,False,101
5531,n,True,False,False,110
5532,(,False,False,False,40
5533,),False,False,False,41
5534,;,False,False,False,59
5535,<,False,False,False,60
5536,m,True,False,False,109
5537,u,True,False,False,117
5538,l,True,False,False,108
5539,(,False,False,False,40
5540,8,False,True,False,56
5541,8,False,True,False,56
5542,",",False,False,False,44
5543,7,False,True,False,55
5544,1,False,True,False,49
5545,),False,False,False,41
5546,%,False,False,False,37
5547,{,False,False,False,123
5548,w,True,False,False,119
5549,h,True,False,False,104
5550,e,True,False,False,101
5551,r,True,False,False,114
5552,e,True,False,False,101
5553,(,False,False,False,40
5554,),False,False,False,41
5555,!,False,False,False,33
5556,{,False,False,False,123
5557,],False,False,False,93
5558,$,False,False,False,36
5559,w,True,False,False,119
5560,h,True,False,False,104
5561,o,True,False,False,111
5562,(,False,False,False,40
5563,),False,False,False,41
5564,',False,False,False,39
5565,[,False,False,False,91
5566,m,True,False,False,109
5567,u,True,False,False,117
5568,l,True,False,False,108
5569,(,False,False,False,40
5570,4,False,True,False,52
5571,1,False,True,False,49
5572,3,False,True,False,51
5573,",",False,False,False,44
5574,7,False,True,False,55
5575,3,False,True,False,51
5576,2,False,True,False,50
5577,),False,False,False,41
5578,w,True,False,False,119
5579,h,True,False,False,104
5580,y,True,False,False,121
5581,(,False,False,False,40
5582,),False,False,False,41
5583,[,False,False,False,91
5584,%,False,False,False,37
5585,m,True,False,False,109
5586,u,True,False,False,117
5587,l,True,False,False,108
5588,(,False,False,False,40
5589,8,False,True,False,56
5590,4,False,True,False,52
5591,1,False,True,False,49
5592,(,False,False,False,40
5593,w,True,False,False,119
5594,h,True,False,False,104
5595,y,True,False,False,121
5596,(,False,False,False,40
5597,),False,False,False,41
5598,{,False,False,False,123
5599,!,False,False,False,33
5600,@,False,False,False,64
5601,",",False,False,False,44
5602,},False,False,False,125
5603,s,True,False,False,115
5604,e,True,False,False,101
5605,l,True,False,False,108
5606,e,True,False,False,101
5607,c,True,False,False,99
5608,t,True,False,False,116
5609,(,False,False,False,40
5610,),False,False,False,41
5611,h,True,False,False,104
5612,o,True,False,False,111
5613,w,True,False,False,119
5614,(,False,False,False,40
5615,),False,False,False,41
5616,^,False,False,False,94
5617,m,True,False,False,109
5618,u,True,False,False,117
5619,l,True,False,False,108
5620,(,False,False,False,40
5621,9,False,True,False,57
5622,4,False,True,False,52
5623,6,False,True,False,54
5624,",",False,False,False,44
5625,2,False,True,False,50
5626,8,False,True,False,56
5627,2,False,True,False,50
5628,),False,False,False,41
5629,w,True,False,False,119
5630,h,True,False,False,104
5631,o,True,False,False,111
5632,(,False,False,False,40
5633,),False,False,False,41
5634,{,False,False,False,123
5635,),False,False,False,41
5636,),False,False,False,41
5637,[,False,False,False,91
5638,-,False,False,False,45
5639,w,True,False,False,119
5640,h,True,False,False,104
5641,a,True,False,False,97
5642,t,True,False,False,116
5643,(,False,False,False,40
5644,),False,False,False,41
5645,w,True,False,False,119
5646,h,True,False,False,104
5647,e,True,False,False,101
5648,r,True,False,False,114
5649,e,True,False,False,101
5650,(,False,False,False,40
5651,),False,False,False,41
5652,~,False,False,False,126
5653,w,True,False,False,119
5654,h,True,False,False,104
5655,a,True,False,False,97
5656,t,True,False,False,116
5657,(,False,False,False,40
5658,),False,False,False,41
5659,m,True,False,False,109
5660,u,True,False,False,117
5661,l,True,False,False,108
5662,(,False,False,False,40
5663,9,False,True,False,57
5664,4,False,True,False,52
5665,4,False,True,False,52
5666,",",False,False,False,44
5667,6,False,True,False,54
5668,0,False,True,False,48
5669,3,False,True,False,51
5670,),False,False,False,41
5671,#,False,False,False,35
5672,%,False,False,False,37
5673,m,True,False,False,109
5674,u,True,False,False,117
5675,l,True,False,False,108
5676,(,False,False,False,40
5677,7,False,True,False,55
5678,4,False,True,False,52
5679,4,False,True,False,52
5680,",",False,False,False,44
5681,4,False,True,False,52
5682,1,False,True,False,49
5683,2,False,True,False,50
5684,),False,False,False,41
5685,&,False,False,False,38
5686,",",False,False,False,44
5687,:,False,False,False,58
5688,/,False,False,False,47
5689,&,False,False,False,38
5690,m,True,False,False,109
5691,u,True,False,False,117
5692,l,True,False,False,108
5693,(,False,False,False,40
5694,3,False,True,False,51
5695,0,False,True,False,48
5696,4,False,True,False,52
5697,",",False,False,False,44
5698,1,False,True,False,49
5699,8,False,True,False,56
5700,0,False,True,False,48
5701,),False,False,False,41
5702,-,False,False,False,45
5703,',False,False,False,39
5704,@,False,False,False,64
5705,w,True,False,False,119
5706,h,True,False,False,104
5707,e,True,False,False,101
5708,n,True,False,False,110
5709,(,False,False,False,40
5710,),False,False,False,41
5711,!,False,False,False,33
5712,*,False,False,False,42
5713, ,False,False,True,32
5714,!,False,False,False,33
5715,w,True,False,False,119
5716,h,True,False,False,104
5717,y,True,False,False,121
5718,(,False,False,False,40
5719,),False,False,False,41
5720,+,False,False,False,43
5721,m,True,False,False,109
5722,u,True,False,False,117
5723,l,True,False,False,108
5724,(,False,False,False,40
5725,5,False,True,False,53
5726,6,False,True,False,54
5727,2,False,True,False,50
5728,",",False,False,False,44
5729,4,False,True,False,52
5730,0,False,True,False,48
5731,7,False,True,False,55
5732,),False,False,False,41
5733,m,True,False,False,109
5734,u,True,False,False,117
5735,l,True,False,False,108
5736,(,False,False,False,40
5737,9,False,True,False,57
5738,0,False,True,False,48
5739,5,False,True,False,53
5740,",",False,False,False,44
5741,7,False,True,False,55
5742,8,False,True,False,56
5743,7,False,True,False,55
5744,),False,False,False,41
5745,~,False,False,False,126
5746,w,True,False,False,119
5747,h,True,False,False,104
5748,y,True,False,False,121
5749,(,False,False,False,40
5750,),False,False,False,41
5751,~,False,False,False,126
5752,^,False,False,False,94
5753,',False,False,False,39
5754,m,True,False,False,109
5755,u,True,False,False,117
5756,l,True,False,False,108
5757,(,False,False,False,40
5758,6,False,True,False,54
5759,4,False,True,False,52
5760,5,False,True,False,53
5761,",",False,False,False,44
5762,9,False,True,False,57
5763,9,False,True,False,57
5764,5,False,True,False,53
5765,),False,False,False,41
5766,s,True,False,False,115
5767,e,True,False,False,101
5768,l,True,False,False,108
5769,e,True,False,False,101
5770,c,True,False,False,99
5771,t,True,False,False,116
5772,(,False,False,False,40
5773,3,False,True,False,51
5774,0,False,True,False,48
5775,1,False,True,False,49
5776,",",False,False,False,44
5777,5,False,True,False,53
5778,1,False,True,False,49
5779,),False,False,False,41
5780,&,False,False,False,38
5781,:,False,False,False,58
5782,w,True,False,False,119
5783,h,True,False,False,104
5784,o,True,False,False,111
5785,(,False,False,False,40
5786,),False,False,False,41
5787,/,False,False,False,47
5788,h,True,False,False,104
5789,o,True,False,False,111
5790,w,True,False,False,119
5791,(,False,False,False,40
5792,),False,False,False,41
5793,},False,False,False,125
5794,<,False,False,False,60
5795,#,False,False,False,35
5796,:,False,False,False,58
5797,m,True,False,False,109
5798,u,True,False,False,117
5799,l,True,False,False,108
5800,(,False,False,False,40
5801,4,False,True,False,52
5802,1,False,True,False,49
5803,1,False,True,False,49
5804,",",False,False,False,44
5805,2,False,True,False,50
5806,8,False,True,False,56
5807,5,False,True,False,53
5808,),False,False,False,41
5809,h,True,False,False,104
5810,o,True,False,False,111
5811,w,True,False,False,119
5812,(,False,False,False,40
5813,),False,False,False,41
5814,m,True,False,False,109
5815,u,True,False,False,117
5816,l,True,False,False,108
